Virtualization;Sanallaştırma;Sanallaştırma, bir bilgisayar programının veya servisinin internet üzerinden erişilerek kullanılmasıdır.;Virtualization is the use of a computer program or service accessed over the internet.
Containerization;Kapsülleştirme;Kapsülleştirme, bir bilgisayar programının veya servisinin internet üzerinden erişilerek kullanılmasıdır.;Containerization is the use of a computer program or service accessed over the internet.
DevOps;DevOps;DevOps, bir bilgisayar programının veya servisinin internet üzerinden erişilerek kullanılmasıdır.;DevOps is the use of a computer program or service accessed over the internet.
Agile;Çevik;Çevik, bir bilgisayar programının veya servisinin internet üzerinden erişilerek kullanılmasıdır.;Agile is the use of a computer program or service accessed over the internet.
Lean;Hızlı;Hızlı, bir bilgisayar programının veya servisinin internet üzerinden erişilerek kullanılmasıdır.;Lean is the use of a computer program or service accessed over the internet.
User experience (UX);Kullanıcı deneyimi (UX);Kullanıcı deneyimi (UX), bir bilgisayar programının veya servisinin kullanımı sırasında kullanıcıların hissettikleri tüm duyguları ve düşüncelerini ifade eder.;User experience (UX) refers to all the feelings and thoughts that users have while using a computer program or service.
User interface (UI);Kullanıcı arayüzü (UI);Kullanıcı arayüzü (UI), bir bilgisayar programının veya servisinin kullanımı sırasında kullanıcılar ile etkileşim kurulan yüzeydir.;User interface (UI) is the surface that users interact with while using a computer program or service.
Graphical user interface (GUI);Grafiksel kullanıcı arayüzü (GUI);Grafiksel kullanıcı arayüzü (GUI), bir bilgisayar programının veya servisinin kullanımı sırasında kullanıcılar ile etkileşim kurulan yüzeyin, grafikler, simgeler ve menüler gibi görsel unsurlar kullanılarak tasarlandığı yüzeydir.;Graphical user interface (GUI) is a surface that is designed using visual elements such as graphics, icons, and menus for users to interact with while using a computer program or service.
Command line interface (CLI);Komut satırı arayüzü (CLI);Komut satırı arayüzü (CLI), bir bilgisayar programının veya servisinin kullanımı sırasında kullanıcılar ile etkileşim kurulan yüzeyin, komut satırından yazılan komutlar ile yönetildiği yüzeydir.;Command line interface (CLI) is a surface that is managed using commands written on the command line for users to interact with while using a computer program or service.
Application programming interface (API);Uygulama programlama arayüzü (API);Uygulama programlama arayüzü (API), bir bilgisayar programının veya servisinin farklı uygulamalar arasında haberleşmesini sağlayan arayüzdür.;Application programming interface (API) is an interface that enables communication between different applications for a computer program or service.
Object-oriented programming (OOP);Nesne yönelimli programlama (OOP);Nesne yönelimli programlama (OOP), bir bilgisayar programının nesnelerin özelliklerini ve davranışlarını tanımlayan bir yapı kullanarak yazılmasıdır.;Object-oriented programming (OOP) is the writing of a computer program using a structure that defines the properties and behaviors of objects.
Structured programming;Yapısal programlama;Yapısal programlama, bir bilgisayar programının düzenli ve anlaşılır bir yapı kullanarak yazılmasıdır.;Structured programming is the writing of a computer program using a regular and understandable structure.
Functional programming;İşlevsel programlama;İşlevsel programlama, bir bilgisayar programının işlevler ve matematiksel fonksiyonlar kullanarak yazılmasıdır.;Functional programming is the writing of a computer program using functions and mathematical functions.
Logic programming;Mantıksal programlama;Mantıksal programlama, bir bilgisayar programının mantık prensipleri kullanarak yazılmasıdır.;Logic programming is the writing of a computer program using logic principles.
Imperative programming;Emredici programlama;Emredici programlama, bir bilgisayar programının emirler ve komutlar kullanarak yazılmasıdır.;Imperative programming is the writing of a computer program using commands and orders.
Declarative programming;Bildirimsel programlama;Bildirimsel programlama, bir bilgisayar programının neler yapılması gerektiği hakkında bilgi verilmesiyle çalışan programlama yöntemidir.;Declarative programming is a programming method that works by providing information about what needs to be done.
High-level programming language;Yüksek seviye programlama dil;Yüksek seviye programlama dil, insan diline benzeyen, anlaşılması kolay ve genellikle yüksek seviye işlemleri yapabilen programlama dilidir.;High-level programming language is a programming language that is similar to human language, easy to understand, and can typically perform high-level operations.
Low-level programming language;Düşük seviye programlama dil;Düşük seviye programlama dil, makine diline benzeyen, anlaşılması zor ve genellikle düşük seviye işlemleri yapabilen programlama dilidir.;Low-level programming language is a programming language that is similar to machine language, difficult to understand, and can typically perform low-level operations.
Compiler;Derleyici;Derleyici, bir bilgisayar programının yüksek seviye programlama dilinde yazılmış kodunu makine diline çeviren yazılımdır.;A compiler is software that converts the code of a computer program written in a high-level programming language into machine language.
Interpreter;Yorumlayıcı;Yorumlayıcı, bir bilgisayar programının yüksek seviye programlama dilinde yazılmış kodunu makine diline çevirirken aynı zamanda çalıştıran yazılımdır.;An interpreter is software that converts and runs the code of a computer program written in a high-level programming language into machine language at the same time.
Algorithm;Algoritma;Algoritma, bir bilgisayar programında yapılması gereken işlemlerin adım adım yapılış şeklini tanımlayan kurallar bütünüdür.;An algorithm is a set of rules that defines the step-by-step process for performing operations in a computer program.
Data structure;Veri yapısı;Veri yapısı, verilerin bir bilgisayar programında nasıl saklanacağı ve işleneceği hakkında bilgi verir.;A data structure is information about how data will be stored and processed in a computer program.
Database;Veritabanı;Veritabanı, bir bilgisayar programında saklanan ve yönetilen verilerin bir araya getirildiği yapıdır.;A database is a structure that brings together and manages data stored in a computer program.
Network;Ağ;Ağ, birbirleriyle haberleşebilecek cihazların bir araya getirildiği yapıdır.;A network is a structure that brings together devices that can communicate with each other.
Protocol;Protokol;Protokol, ağ üzerinde haberleşen cihazlar arasında bilgi paylaşımının nasıl yapılacağını belirten kurallar bütünüdür.;A protocol is a set of rules that specifies how devices that communicate on a network will share information.
Internet;İnternet;İnternet, birbirleriyle haberleşebilecek cihazların bir araya getirildiği ve bu cihazların birbirlerine erişebildiği ağdır.;The internet is a network that brings together devices that can communicate with each other and allows these devices to access each other.
World Wide Web (WWW);Dünya Çapında Web (WWW);Dünya Çapında Web (WWW), internet üzerinde birbirlerine bağlı olarak yer alan, hipermetin belge formatında yayınlanan sayfalar bütünüdür.;The World Wide Web (WWW) is a collection of pages published in hypertext document format that are connected on the internet.
Hypertext;Hipermetin;Hipermetin, bir bilgisayar programında bir metin içinde yer alan bağlantılar sayesinde başka bir metne veya belgeye erişilebilen metindir.;Hypertext is text in a computer program that can access another text or document through links within the text.
Virtual reality (VR);Sanal gerçeklik (VR);Sanal gerçeklik (VR), bir bilgisayar programı aracılığıyla insanların gerçek dünyaya benzer bir ortamda deneyimler yaşamasını sağlayan teknolojidir.;Virtual reality (VR) is technology that allows people to experience similar environments to the real world through a computer program.
Augmented reality (AR);Artırılmış gerçeklik (AR);Artırılmış gerçeklik (AR), gerçek dünya ile bir bilgisayar programı aracılığıyla eklenen bilgi ve nesnelerin birleştirildiği bir teknolojidir.;Augmented reality (AR) is technology that combines real-world information and objects added through a computer program.
Artificial intelligence (AI);Yapay zeka (AI);Yapay zeka (AI), bir bilgisayar programı tarafından gerçekleştirilen öğrenme, düşünme ve öğrenme gibi insan beyninin yaptığı işlemlerdir.;Artificial intelligence (AI) is the processing of learning, thinking, and learning by a computer program, similar to what the human brain does.
Machine learning (ML);Makine öğrenimi (ML);Makine öğrenimi (ML), bir bilgisayar programının öğrenme yeteneğini kullanarak kendini geliştirme sürecidir.;Machine learning (ML) is the process of a computer program improving itself by using its learning ability.
Deep learning (DL);Derin öğrenme (DL);Derin öğrenme (DL), makine öğrenimi (ML) yöntemlerinin bir alt kümesidir ve bu yöntemler sayesinde bir bilgisayar programı kendini geliştirirken daha derin seviyede öğrenme gerçekleştirir.;Deep learning (DL) is a subset of machine learning (ML) methods and allows a computer program to learn at a deeper level while improving itself.
Neural network;Sinir ağı;Sinir ağı, yapay zeka (AI) sistemlerinde kullanılan, gerçek beyin gibi çalışan bir yapıdır.;A neural network is a structure that works like a real brain and is used in artificial intelligence (AI) systems.
Natural language processing (NLP);Doğal dil işleme (NLP);Doğal dil işleme (NLP), bir bilgisayar programının insan dilini anlama ve kullanma yeteneğidir.;Natural language processing (NLP) is the ability of a computer program to understand and use human language.
Distributed system;Dağıtık sistem;Dağıtık sistem, birbirleriyle haberleşen ve birbirlerine bağlı olarak çalışan birçok bilgisayarın bir araya getirildiği sistemdir.;A distributed system is a system that brings together and connects many computers that communicate with each other and work together.
Client-server architecture;İstemci-sunucu yapısı;İstemci-sunucu yapısı, bir bilgisayar programında verilerin istemci ve sunucu olmak üzere iki farklı cihaz arasında paylaşıldığı yapıdır.;Client-server architecture is a structure in which data is shared between two different devices, called the client and the server, in a computer program.
Load balancing;Yük dengelenmesi;Yük dengelenmesi, bir bilgisayar programında sunucunun yükünü dengeli bir şekilde paylaştırmak için kullanılan bir yöntemdir.;Load balancing is a method used in a computer program to evenly distribute the load of the server.
Firewall;Güvenlik duvarı;Güvenlik duvarı, bir bilgisayar programında ağı koruma amacıyla kullanılan bir sistemdir.;A firewall is a system used in a computer program to protect the network.
Encryption;Şifreleme;Şifreleme, bir bilgisayar programında verilerin güvenliğini sağlamak amacıyla kullanılan bir yöntemdir.;Encryption is a method used in a computer program to secure data.
Cryptography;Kriptografi;Kriptografi, verilerin şifrelenmesi ve şifreli verilerin çözülmesi işlemlerini kapsayan bir bilim dalıdır.;Cryptography is a science that covers the processes of encrypting and decrypting data.
Hash function;Hash fonksiyonu;Hash fonksiyonu, bir bilgisayar programında verilerin küçük bir özetine ulaşmak amacıyla kullanılan bir yöntemdir.;A hash function is a method used in a computer program to obtain a small summary of the data.
Digital signature;Dijital imza;Dijital imza, bir bilgisayar programında verilerin doğruluğunu ve bireyselliğini belirlemek amacıyla kullanılan bir yöntemdir.;A digital signature is a method used in a computer program to determine the authenticity and individuality of data.
Data mining;Veri madenciliği;Veri madenciliği, bir bilgisayar programında büyük veri setlerinden anlamlı bilgi çıkartmak amacıyla kullanılan bir yöntemdir.;Data mining is a method used in a computer program to extract meaningful information from large data sets.
Cloud computing;Bulut bilişim;Bulut bilişim, bir bilgisayar programında internet üzerinden saklanan ve paylaşılan verilere erişilerek hizmetlerin kullanılmasını sağlayan bir teknolojidir.;Cloud computing is a technology that allows access to and use of services through internet-based stored and shared data in a computer program.
Containerization;Kapsülleştirme;Kapsülleştirme, bir bilgisayar programında bir uygulamanın çalışması için gereken tüm kaynakları (örneğin, kod, runtime, sistem araçları) bir arada tutan bir yapıdır.;Containerization is a structure that holds all the resources (e.g. code, runtime, system tools) needed for an application to run in a computer program.
Continuous integration (CI);Sürekli bütünleştirme (CI);Sürekli bütünleştirme (CI), bir bilgisayar programında kodun sürekli olarak test edilerek ürün kalitesini artırmak amacıyla kullanılan bir yöntemdir.;Continuous integration (CI) is a method used in a computer program to improve product quality by continuously testing the code.
Continuous delivery (CD);Sürekli dağıtım (CD);Sürekli dağıtım (CD), bir bilgisayar programında kodun sürekli olarak test edilerek, doğrulanarak ve dağıtılmasını sağlayan bir yöntemdir.;Continuous delivery (CD) is a method used in a computer program to test, verify, and deliver code continuously.
Application programming interface (API);Uygulama programlama arayüzü (API);Uygulama programlama arayüzü (API), bir bilgisayar programında bir uygulamanın başka bir uygulama veya sistemle nasıl etkileşimde bulunduğunu tanımlayan bir yapıdır.;Application programming interface (API) is a structure that defines how an application interacts with another application or system in a computer program.
Object-oriented programming (OOP);Nesne yönelimli programlama (OOP);Nesne yönelimli programlama (OOP), bir bilgisayar programında verilerin ve işlevlerin bir arada tutularak yönetildiği bir programlama paradigmasıdır.;Object-oriented programming (OOP) is a programming paradigm in which data and functions are managed together in a computer program.
Algorithm;Algoritma;Algoritma, bir bilgisayar programında bir görevin nasıl yerine getirileceğini adım adım tanımlayan bir yöntemdir.;An algorithm is a method that defines how a task is to be carried out step by step in a computer program.
Data structure;Veri yapısı;Veri yapısı, bir bilgisayar programında verilerin nasıl saklanacağını ve işleneceğini tanımlayan bir yapıdır.;A data structure is a structure that defines how data is stored and processed in a computer program.
Machine learning;Makine öğrenimi;Makine öğrenimi, bir bilgisayar programında makinelere veri kullanarak öğrenme ve kendini geliştirme yeteneği kazandıran bir teknolojidir.;Machine learning is a technology that gives computers the ability to learn and improve themselves using data in a computer program.
Debugging;Hata ayıklama;Hata ayıklama, bir bilgisayar programında çalışma sırasında ortaya çıkan hataları tespit etme ve düzeltme işlemidir.;Debugging is the process of detecting and correcting errors that occur during the execution of a computer program.
Compiler;Derleyici;Derleyici, bir bilgisayar programında kaynak kodun makine diline çevrildiği ve çalıştırılabilecek hale getirildiği yazılımdır.;A compiler is a software that translates source code into machine language and makes it executable in a computer program.
Interpreter;Yorumlayıcı;Yorumlayıcı, bir bilgisayar programında kaynak kodun doğrudan çalıştırılabilecek hale getirildiği yazılımdır.;An interpreter is a software that directly makes source code executable in a computer program.
Linker;Bağlayıcı;Bağlayıcı, bir bilgisayar programında birçok parçadan oluşan bir uygulamanın parçalarını bir araya getiren yazılımdır.;A linker is a software that brings together the parts of an application that consists of many pieces in a computer program.
Assembler;Assembler;Assembler, bir bilgisayar programında makine diline çevrilerek derlenen kodun çalıştırılabilir hale getirildiği yazılımdır.;An assembler is a software that makes assembled code that is translated into machine language executable in a computer program.
Binary;İkilik;İkilik, bir bilgisayar programında ikili sayı sistemiyle ifade edilen verilerdir.;Binary is data expressed in the binary number system in a computer program.
Hexadecimal;Onaltılık;Onaltılık, bir bilgisayar programında onaltılı sayı sistemiyle ifade edilen verilerdir.;Hexadecimal is data expressed in the hexadecimal number system in a computer program.
Source code;Kaynak kod;Kaynak kod, bir bilgisayar programının yazılım diline özgü olarak yazılmış olan kodudur.;Source code is the code written in a programming language specific to a computer program.
Virtual machine;Sanal makine;Sanal makine, bir bilgisayar programında farklı işletim sistemlerinin çalıştırılabileceği ve birbirlerinden ayrı bir ortam oluşturabileceği yazılımdır.;A virtual machine is a software that allows different operating systems to run and create a separate environment from each other in a computer program.
Operating system;İşletim sistemi;İşletim sistemi, bir bilgisayar programında bilgisayarın donanımı ve yazılımları arasında bir arayüz oluşturan ve yöneten yazılımdır.;An operating system is a software that creates and manages an interface between the hardware and software of a computer program.
Kernel;Çekirdek;Çekirdek, bir bilgisayar programında işletim sisteminin en temel parçası olan ve donanım ile yazılım arasındaki iletişimi sağlayan yazılımdır.;The kernel is the software that is the most basic part of the operating system and enables communication between the hardware and software in a computer program.
Shell;Kabuk;Kabuk, bir bilgisayar programında kullanıcının işletim sistemi üzerinde işlem yapabilmesini sağlayan arayüzdür.;A shell is an interface that allows the user to perform operations on the operating system in a computer program.
File system;Dosya sistemi;Dosya sistemi, bir bilgisayar programında verilerin saklanıp yönetildiği yapıdır.;A file system is a structure that stores and manages data in a computer program.
Directory;Dizin;Dizin, bir bilgisayar programında dosya ve dizinlerin saklandığı yapıdır.;A directory is a structure where files and directories are stored in a computer program.
Command line;Komut satırı;Komut satırı, bir bilgisayar programında kullanıcının işletim sistemine komut girerek işlem yapabildiği arayüzdür.;The command line is an interface where the user can enter commands to perform operations on the operating system in a computer program.
Processor;İşlemci;İşlemci, bir bilgisayar programında verilerin işlenmesini ve yönetilmesini sağlayan donanımdır.;A processor is the hardware that manages and processes data in a computer program.
Memory;Bellek;Bellek, bir bilgisayar programında verilerin saklandığı ve işlenmesi sırasında kullanıldığı donanımdır.;Memory is the hardware where data is stored and used during processing in a computer program.
Hard drive;Sabit sürücü;Sabit sürücü, bir bilgisayar programında verilerin uzun süreli olarak saklandığı donanımdır.;A hard drive is the hardware where data is stored for a long time in a computer program.
Motherboard;Anakart;Anakart, bir bilgisayar programında bilgisayarın tüm donanımlarının bağlantı noktası olan ve birbirleriyle iletişim kurdukları donanımdır.;A motherboard is the hardware that is the connection point for all the hardware of the computer and communicates with each other in a computer program.
Graphics card;Ekran kartı;Ekran kartı, bir bilgisayar programında görüntülerin oluşturulması ve işlenmesini sağlayan donanımdır.;A graphics card is the hardware that creates and processes images in a computer program.
Network card;Ağ kartı;Ağ kartı, bir bilgisayar programında bilgisayarın internete veya bir ağa bağlanmasını sağlayan donanımdır.;A network card is the hardware that allows the computer to connect to the internet or a network in a computer program.
Router;Yönlendirici;Yönlendirici, bir bilgisayar programında ağlar arasında veri aktarımını yöneten donanımdır.;A router is the hardware that manages data transfer between networks in a computer program.
Switch;Anahtar;Anahtar, bir bilgisayar programında ağdaki cihazlar arasında veri aktarımını yöneten donanımdır.;A switch is the hardware that manages data transfer between devices on the network in a computer program.
Hub;Merkezi nokta;Merkezi nokta, bir bilgisayar programında ağdaki cihazların birbirleriyle iletişim kurmasını sağlayan donanımdır.;A hub is the hardware that enables communication between devices on the network in a computer program.
Data structure;Veri yapısı;Veri yapısı, bir bilgisayar programında verilerin saklanıp yönetildiği yapıdır.;A data structure is a structure where data is stored and managed in a computer program.
Algorithm;Algoritma;Algoritma, bir bilgisayar programında bir işlemin nasıl yapılacağını açıklayan adımlar bütünüdür.;An algorithm is a set of steps that describe how to perform a task in a computer program.
Syntax;Sözdizimi;Sözdizimi, bir bilgisayar programında yazılım dilinin kurallarıdır.;Syntax is the rules of a programming language in a computer program.
Compiler;Derleyici;Derleyici, bir bilgisayar programında yazılım dilinin makine diline çevirilmesini sağlayan yazılımdır.;A compiler is the software that translates a programming language into machine language in a computer program.
Interpreter;Yorumlayıcı;Yorumlayıcı, bir bilgisayar programında yazılım dilinin doğrudan makine diline çevirilmeden çalıştırılmasını sağlayan yazılımdır.;An interpreter is the software that allows a programming language to run without being translated into machine language directly in a computer program.
Linker;Bağlayıcı;Bağlayıcı, bir bilgisayar programında çeşitli kaynakları bir araya getiren ve bir bütün oluşturan yazılımdır.;A linker is the software that combines various sources and creates a whole in a computer program.
Debugger;Hata ayıklayıcı;Hata ayıklayıcı, bir bilgisayar programında çalışan yazılımda oluşan hataları tespit edip düzeltmeyi sağlayan yazılımdır.;A debugger is the software that detects and fixes errors in the software running in a computer program.
Library;Kütüphane;Kütüphane, bir bilgisayar programında kullanılabilecek çeşitli yazılım parçalarının toplandığı yerdir.;A library is a place where various software parts that can be used in a computer program are collected.
Database;Veritabanı;Veritabanı, bir bilgisayar programında sistematik bir şekilde saklanan ve yönetilen verilerin bulunduğu yapıdır.;A database is a structure where data is stored and managed systematically in a computer program.
Query;Sorgu;Sorgu, bir bilgisayar programında veritabanında belirli verileri aramak için kullanılan yapıdır.;A query is a structure used to search for specific data in a database in a computer program.
Index;İndeks;İndeks, bir bilgisayar programında veritabanındaki verilerin hızlı bir şekilde aranmasını sağlayan yapıdır.;An index is a structure that allows data in a database to be searched quickly in a computer program.
Normalization;Normalleştirme;Normalleştirme, bir bilgisayar programında veritabanındaki verilerin en verimli şekilde saklanması için yapılan işlemdir.;Normalization is the process of storing data in a database most efficiently in a computer program.
Primary key;Birincil anahtar;Birincil anahtar, bir bilgisayar programında veritabanındaki verilerin tekil olarak tanımlanmasını sağlayan yapıdır.;A primary key is a structure that allows data in a database to be uniquely identified in a computer program.
Foreign key;Dış anahtar;Dış anahtar, bir bilgisayar programında veritabanındaki verilerin ilişkili olduğu diğer verileri göstermek için kullanılan yapıdır.;A foreign key is a structure used to show data in a database that is related to other data in a computer program.
Transaction;İşlem;İşlem, bir bilgisayar programında veritabanındaki verilerin güncellenmesi veya silinmesi işlemlerinin bir bütün olarak ele alındığı yapıdır.;A transaction is a structure where update or delete operations on data in a database are treated as a whole in a computer program.
Concurrency;Eşzamanlılık;Eşzamanlılık, bir bilgisayar programında veritabanındaki verilerin aynı anda değiştirilmesi durumudur.;Concurrency is the situation where data in a database is modified at the same time in a computer program.
Algorithm;Algoritma;Algoritma, bir bilgisayar programında bir işlevi yerine getirirken izlenecek adımları belirleyen yapıdır.;An algorithm is a structure that determines the steps to be followed in order to perform a function in a computer program.
Data structure;Veri yapısı;Veri yapısı, bir bilgisayar programında verilerin saklanıp yönetileceği yapıdır.;A data structure is the structure where data is stored and managed in a computer program.
Array;Dizi;Dizi, bir bilgisayar programında benzer verilerin tutulduğu veri yapısıdır.;An array is a data structure where similar data is held in a computer program.
Linked list;Bağlı liste;Bağlı liste, bir bilgisayar programında verilerin birbirlerine bağlı olarak saklandığı veri yapısıdır.;A linked list is a data structure where data is stored in a connected manner in a computer program.
Stack;Yığın;Yığın, bir bilgisayar programında verilerin üst üste bindirilerek saklandığı veri yapısıdır.;A stack is a data structure where data is stored by stacking on top of each other in a computer program.
Queue;Kuyruk;Kuyruk, bir bilgisayar programında verilerin birbirlerine bağlı olarak sırayla saklandığı veri yapısıdır.;A queue is a data structure where data is stored in a connected manner in a sequence in a computer program.
Tree;Ağaç;Ağaç, bir bilgisayar programında verilerin birbirlerine bağlı olarak sınıflandırıldığı veri yapısıdır.;A tree is a data structure where data is classified in a connected manner in a computer program.
Graph;Graf;Graf, bir bilgisayar programında verilerin birbirleriyle ilişkili olduğu durumları gösteren veri yapısıdır.;A graph is a data structure that shows the relationship between data in a computer program.
Hash table;Karmasık tablo;Karmasık tablo, bir bilgisayar programında verilerin hızlı bir şekilde aranmasını sağlayan veri yapısıdır.;A hash table is a data structure that allows data to be searched quickly in a computer program.
Compiler;Derleyici;Derleyici, bir bilgisayar programında yazılmış olan kaynak kodların makine diline çevrilmesi işlemini gerçekleştiren yazılımdır.;A compiler is a software that translates written source codes into machine language in a computer program.
Interpreter;Yorumlayıcı;Yorumlayıcı, bir bilgisayar programında yazılmış olan kaynak kodların satır satır yorumlanarak çalıştırılmasını sağlayan yazılımdır.;An interpreter is a software that allows written source codes to be executed by interpreting them line by line in a computer program.
Linker;Bağlayıcı;Bağlayıcı, bir bilgisayar programında farklı kaynak kodların bir araya getirilerek bir bütün haline getirilmesini sağlayan yazılımdır.;A linker is a software that allows different source codes to be combined into a whole in a computer program.
Loader;Yükleyici;Yükleyici, bir bilgisayar programında çalıştırılacak olan yazılımın belleğe yüklenmesini sağlayan yazılımdır.;A loader is a software that allows the software to be run to be loaded into memory in a computer program.
Operating system;İşletim sistemi;İşletim sistemi, bir bilgisayar programında donanım ve yazılımların çalışmasını sağlayan yapıdır.;An operating system is a structure that allows hardware and software to function in a computer program.
File system;Dosya sistemi;Dosya sistemi, bir bilgisayar programında verilerin saklanmasını ve yönetilmesini sağlayan yapıdır.;A file system is a structure that allows data to be stored and managed in a computer program.
Kernel;Çekirdek;Çekirdek, bir bilgisayar programında işletim sistemini oluşturan en önemli yapıdır.;The kernel is the most important structure that forms the operating system in a computer program.
Shell;Kabuk;Kabuk, bir bilgisayar programında kullanıcının işletim sistemiyle iletişim kurabileceği yapıdır.;A shell is a structure that allows the user to communicate with the operating system in a computer program.
Virtualization;Sanallaştırma;Sanallaştırma, bir bilgisayar programında fiziksel donanımın çeşitli sanal makinelere ayrılarak kullanılmasını sağlayan yapıdır.;Virtualization is a structure that allows physical hardware to be used in various virtual machines in a computer program.
Cloud computing;Bulut bilişim;Bulut bilişim, bir bilgisayar programında veri ve hizmetlerin internet üzerinden erişilerek kullanılmasını sağlayan yapıdır.;Cloud computing is a structure that allows data and services to be accessed and used over the internet in a computer program.
Big data;Büyük veri;Büyük veri, bir bilgisayar programında işlenmesi zor olan çok büyük miktarda verinin saklanmasını ve yönetilmesini sağlayan yapıdır.;Big data is a structure that allows for the storage and management of very large amounts of data that is difficult to process in a computer program.
Machine learning;Makine öğrenimi;Makine öğrenimi, bir bilgisayar programında verilerden öğrenerek kendi kendine öğrenme yeteneği olan yapıdır.;Machine learning is a structure that has the ability to learn on its own by learning from data in a computer program.
Deep learning;Derin öğrenme;Derin öğrenme, bir bilgisayar programında makine öğrenimine dayalı olarak çok katmanlı sinir ağları kullanılarak gerçekleştirilen yapıdır.;Deep learning is a structure that is based on machine learning and uses multi-layered neural networks in a computer program.
Natural language processing;Doğal dil işleme;Doğal dil işleme, bir bilgisayar programında insan dilini anlayarak işleyebilen yapıdır.;Natural language processing is a structure that can understand and process human language in a computer program.
Computer vision;Bilgisayar görü;Bilgisayar görü, bir bilgisayar programında resimler ve videoları işleyerek anlayabilen yapıdır.;Computer vision is a structure that can understand and process images and videos in a computer program.
Robotics;Robotik;Robotik, bir bilgisayar programında otomatik olarak çalışan mekanik yapıların yönetilmesi ve kontrolünü sağlayan yapıdır.;Robotics is a structure that allows the control and management of automatically functioning mechanical structures in a computer program.
Data mining;Veri madenciliği;Veri madenciliği, bir bilgisayar programında veri tabanları veya veri kümelerinde saklanan verilerin analiz edilerek yeni bilgilerin keşfedilmesi işlemini gerçekleştiren yapıdır.;Data mining is a structure that performs the process of analyzing and discovering new information from data stored in databases or data sets in a computer program.
Data warehouse;Veri deposu;Veri deposu, bir bilgisayar programında veri madenciliği gibi amaçlar için saklanan verilerin depolandığı yapıdır.;A data warehouse is a structure where data is stored for purposes such as data mining in a computer program.
Data visualization;Veri görselleştirme;Veri görselleştirme, bir bilgisayar programında verilerin görsel olarak sunulmasını sağlayan yapıdır.;Data visualization is a structure that allows data to be presented visually in a computer program.
Data analytics;Veri analizi;Veri analizi, bir bilgisayar programında verilerin incelenerek anlamlı bilgilerin çıkarılması işlemini gerçekleştiren yapıdır.;Data analytics is a structure that performs the process of examining data and extracting meaningful information in a computer program.
Data modeling;Veri modelleme;Veri modelleme, bir bilgisayar programında verilerin hangi şekillerde saklanacağının tasarımını yapan yapıdır.;Data modeling is a structure that designs how data will be stored in a computer program.
Data security;Veri güvenliği;Veri güvenliği, bir bilgisayar programında verilerin güvenli bir şekilde saklanmasını ve korunmasını sağlayan yapıdır.;Data security is a structure that ensures that data is stored and protected securely in a computer program.
Data integrity;Veri bütünlüğü;Veri bütünlüğü, bir bilgisayar programında verilerin doğruluğunun ve tamamlığının korunmasını sağlayan yapıdır.;Data integrity is a structure that ensures the accuracy and completeness of data in a computer program.
Data backup;Veri yedekleme;Veri yedekleme, bir bilgisayar programında verilerin güvenli bir şekilde saklanması için yapılan işlemdir.;Data backup is a process that is done to store data securely in a computer program.
System integration;Sistem bütünleştirme;Sistem bütünleştirme, bir bilgisayar programında farklı sistemlerin bir arada çalışmasını sağlayan yapıdır.;System integration is a structure that allows different systems to work together in a computer program.
System security;Sistem güvenliği;Sistem güvenliği, bir bilgisayar programında sistemin güvenli bir şekilde çalışmasını sağlayan yapıdır.;System security is a structure that ensures the secure operation of a system in a computer program.
System testing;Sistem testi;Sistem testi, bir bilgisayar programında sistemin doğru bir şekilde çalışıp çalışmadığının kontrol edilmesi işlemini gerçekleştiren yapıdır.;System testing is a structure that performs the process of checking whether a system is functioning correctly in a computer program.
System maintenance;Sistem bakımı;Sistem bakımı, bir bilgisayar programında sistemin çalışmasını düzenli olarak kontrol ederek gerekli onarımların yapılması işlemini gerçekleştiren yapıdır.;System maintenance is a structure that performs the process of regularly checking and making necessary repairs to ensure the operation of a system in a computer program.
System administration;Sistem yönetimi;Sistem yönetimi, bir bilgisayar programında sistemin çalışmasını yöneten yapıdır.;System administration is a structure that manages the operation of a system in a computer program.
System design;Sistem tasarımı;Sistem tasarımı, bir bilgisayar programında sistemin nasıl çalışacağının tasarımını yapan yapıdır.;System design is a structure that designs how a system will function in a computer program.
System development;Sistem geliştirme;Sistem geliştirme, bir bilgisayar programında sistemin tasarımından üretimine kadar olan süreci kapsayan yapıdır.;System development is a structure that covers the process from design to production of a system in a computer program.
Network architecture;Ağ mimarisi;Ağ mimarisi, bir bilgisayar programında bir ağın nasıl yapılandırılacağını ve çalışacağını belirleyen yapıdır.;Network architecture is a structure that determines how a network will be configured and operate in a computer program.
Network security;Ağ güvenliği;Ağ güvenliği, bir bilgisayar programında bir ağın güvenli bir şekilde çalışmasını sağlayan yapıdır.;Network security is a structure that ensures the secure operation of a network in a computer program.
Network administration;Ağ yönetimi;Ağ yönetimi, bir bilgisayar programında bir ağın çalışmasını yöneten yapıdır.;Network administration is a structure that manages the operation of a network in a computer program.
Network design;Ağ tasarımı;Ağ tasarımı, bir bilgisayar programında bir ağın nasıl çalışacağının tasarımını yapan yapıdır.;Network design is a structure that designs how a network will operate in a computer program.
Network management;Ağ yönetimi;Ağ yönetimi, bir bilgisayar programında bir ağın performansının izlenmesi, optimize edilmesi ve sorunların çözülmesi işlemlerini gerçekleştiren yapıdır.;Network management is a structure that performs the process of monitoring, optimizing, and troubleshooting the performance of a network in a computer program.
